Marital status,Daytime/evening attendance,Nationality,course_name,Previous qualification,Mother's qualification,Father's qualification,Gender,Age at enrollment,enrollement_year,Number of semesters,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,1,Equiniculture,1,1,28,1,25,2019,3,6,0,0,6,0,0,12.4,0.5,1.79,Dropout
1,1,14,Informatics Engineering,1,23,28,1,20,2020,3,5,4,14.5,6,3,13.33333333,11.1,0.6,2.02,Dropout
1,1,1,Informatics Engineering,1,13,14,1,20,2020,3,5,5,15.8,5,5,13.71428571,11.1,0.6,2.02,Enrolled
1,1,7,Agronomy,1,22,27,1,43,2019,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,13,Informatics Engineering,1,22,14,1,18,2021,5,5,4,12.5,5,3,14.66666667,7.6,2.6,0.32,Enrolled
1,1,1,Agronomy,1,2,4,1,35,2018,5,18,18,11.66666667,13,12,11.5,15.5,2.8,-4.06,Graduate
1,0,1,Management (evening attendance),1,22,14,1,23,2020,5,5,4,13,5,5,13,7.6,2.6,0.32,Graduate
1,1,4,Nursing,1,3,3,1,19,2019,3,7,7,12.12142857,9,8,11.50625,12.4,0.5,1.79,Graduate
1,1,1,Veterinary Nursing,16,1,14,1,21,2021,3,11,9,14.22222222,9,7,13.75,8.9,1.4,3.51,Graduate
1,1,16,Advertising and Marketing Management,1,3,14,1,19,2022,5,6,4,12.5,6,4,13.25,13.9,-0.3,0.79,Enrolled
1,1,1,Informatics Engineering,1,1,1,1,20,2022,5,5,5,12.16666667,5,5,15.28571429,12.4,0.5,1.79,Graduate
1,1,1,Advertising and Marketing Management,1,13,14,1,30,2020,5,6,0,0,6,0,0,12.4,0.5,1.79,Dropout
4,1,3,Tourism,1,22,14,1,44,2020,3,6,6,12.66666667,6,6,11.5,12.4,0.5,1.79,Graduate
1,1,8,Nursing,1,13,3,1,19,2018,3,8,7,13.61428571,8,7,13.61428571,12.7,3.7,-1.7,Graduate
1,1,7,Equiniculture,14,2,1,1,22,2018,5,18,12,12.85714286,12,10,14.3,16.2,0.3,-0.92,Graduate
1,1,18,Equiniculture,1,3,3,1,18,2019,5,5,4,14,5,5,14.2,7.6,2.6,0.32,Graduate
1,1,1,Advertising and Marketing Management,1,22,27,1,21,2022,5,6,4,14.75,6,5,11.8,12.7,3.7,-1.7,Graduate
1,1,15,Veterinary Nursing,1,22,14,1,18,2021,3,6,0,0,6,0,0,7.6,2.6,0.32,Dropout
1,1,1,Advertising and Marketing Management,1,3,1,1,18,2022,3,6,6,13.625,6,6,14.28571429,11.1,0.6,2.02,Graduate
1,1,1,Animation and Multimedia Design,1,1,1,1,19,2019,5,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
1,1,15,Agronomy,14,1,28,1,21,2019,5,6,4,11.8,6,4,11.875,16.2,0.3,-0.92,Dropout
1,1,1,Agronomy,1,3,3,1,31,2019,5,6,6,15.125,6,6,14.6,16.2,0.3,-0.92,Graduate
1,1,10,Tourism,1,1,1,1,21,2020,3,6,4,11.5,6,2,10.5,9.4,-0.8,-3.12,Dropout
1,1,1,Informatics Engineering,1,13,14,1,24,2018,5,5,1,10,5,1,11,8.9,1.4,3.51,Enrolled
1,1,1,Journalism and Communication,1,13,6,1,27,2022,5,4,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Management,1,13,14,1,20,2018,3,5,3,10.33333333,5,5,12.8,12.4,0.5,1.79,Graduate
1,1,1,Informatics Engineering,14,1,14,1,22,2018,3,5,0,0,5,2,11.66666667,10.8,1.4,1.74,Enrolled
1,1,2,Agronomy,1,13,14,1,19,2020,3,6,4,12,6,4,12.5,15.5,2.8,-4.06,Enrolled
1,1,9,Journalism and Communication,1,1,1,1,19,2022,5,6,6,13.83333333,6,6,14.5,8.9,1.4,3.51,Graduate
1,1,10,Animation and Multimedia Design,1,1,1,1,23,2021,3,17,13,12.15384615,17,11,11.90909091,11.1,0.6,2.02,Enrolled
1,1,1,Equiniculture,1,10,10,1,18,2020,3,6,6,14,6,6,13.66666667,12.4,0.5,1.79,Graduate
1,1,5,Journalism and Communication,1,3,2,1,29,2021,5,6,6,16.5,6,5,13.8,11.1,0.6,2.02,Enrolled
1,1,19,Equiniculture,1,1,14,1,29,2022,5,5,1,18,5,3,13.33333333,10.8,1.4,1.74,Dropout
1,1,1,Agronomy,1,1,1,1,20,2021,3,6,6,11.28571429,6,5,11.77777778,16.2,0.3,-0.92,Enrolled
1,1,1,Animation and Multimedia Design,1,13,3,1,19,2020,5,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,1,16,Animation and Multimedia Design,1,3,29,1,22,2018,5,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
1,1,9,Advertising and Marketing Management,1,3,1,1,20,2019,5,6,5,14,6,6,12,11.1,0.6,2.02,Enrolled
1,1,11,Equiniculture,1,13,14,1,24,2020,3,5,4,13.75,5,3,12,9.4,-0.8,-3.12,Enrolled
1,1,16,Advertising and Marketing Management,1,22,27,1,21,2021,5,6,4,13.25,6,5,11,12.7,3.7,-1.7,Dropout
1,1,1,Management,1,22,1,1,25,2019,5,5,4,14.25,5,4,14.75,12.7,3.7,-1.7,Graduate
1,1,1,Management,1,22,27,1,32,2018,3,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,0,1,Management (evening attendance),1,3,4,1,26,2019,3,12,8,11.25,8,3,11.33333333,7.6,2.6,0.32,Dropout
1,1,1,Equiniculture,1,2,27,1,18,2019,5,6,6,13.5,6,6,12.5,12.4,0.5,1.79,Graduate
1,1,12,Tourism,1,1,14,1,19,2018,3,6,5,12.66666667,6,6,12.85714286,16.2,0.3,-0.92,Graduate
1,1,17,Communication Design,1,13,28,1,19,2021,3,6,6,15.16666667,6,6,12.33333333,12.4,0.5,1.79,Graduate
1,1,21,Informatics Engineering,15,1,1,1,27,2019,5,6,6,13.16666667,5,5,15.14285714,11.1,0.6,2.02,Dropout
1,1,1,Agronomy,1,13,1,1,21,2018,3,12,10,11.8,12,9,11.44444444,8.9,1.4,3.51,Enrolled
1,1,4,Informatics Engineering,1,13,1,1,20,2020,5,5,4,11.5,5,0,0,13.9,-0.3,0.79,Enrolled
1,1,1,Communication Design,14,13,28,1,21,2018,5,6,6,14.5,6,6,11.33333333,12.4,0.5,1.79,Graduate
1,1,4,Journalism and Communication,1,22,3,1,22,2020,5,6,5,13.4,6,3,10.66666667,9.4,-0.8,-3.12,Enrolled
1,1,1,Animation and Multimedia Design,1,1,28,1,19,2022,3,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
1,1,1,Management,1,23,14,1,18,2020,3,5,4,10.8,5,2,12.5,11.1,0.6,2.02,Dropout
1,1,11,Social Service,1,13,1,1,28,2020,5,5,0,0,5,0,0,13.9,-0.3,0.79,Dropout
2,1,1,Agronomy,1,1,27,1,25,2018,5,10,6,11.42857143,7,4,12,15.5,2.8,-4.06,Dropout
1,1,1,Agronomy,1,22,1,1,25,2019,5,14,8,12.5,13,10,11.6,15.5,2.8,-4.06,Dropout
1,1,1,Management,1,23,14,1,18,2022,3,5,2,13.5,5,3,12.33333333,8.9,1.4,3.51,Enrolled
1,1,11,Tourism,1,4,14,1,26,2018,5,6,0,0,6,0,0,10.8,1.4,1.74,Dropout
1,1,8,Management,1,22,27,1,18,2022,3,5,5,12.75,5,5,11.5,13.9,-0.3,0.79,Graduate
1,1,1,Journalism and Communication,1,13,28,1,22,2022,5,6,3,11.33333333,6,3,12.33333333,15.5,2.8,-4.06,Enrolled
1,1,15,Agronomy,1,1,3,1,25,2021,5,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Journalism and Communication,1,3,1,1,19,2020,5,6,5,11.4,6,5,12.4,8.9,1.4,3.51,Enrolled
1,1,19,Journalism and Communication,1,3,14,1,19,2018,3,6,6,14.42857143,6,6,14.57142857,13.9,-0.3,0.79,Graduate
1,1,16,Nursing,1,1,1,1,19,2018,3,7,7,12.49285714,8,8,11.7125,16.2,0.3,-0.92,Graduate
4,0,1,Social Service (evening attendance),12,1,27,1,45,2018,3,8,4,11.5,8,4,11,10.8,1.4,1.74,Dropout
2,0,2,Management (evening attendance),1,22,27,1,52,2020,5,5,5,11.2,5,5,12.8,7.6,2.6,0.32,Graduate
1,1,1,Management,1,13,14,1,20,2021,3,5,3,12,5,3,11,9.4,-0.8,-3.12,Dropout
1,1,14,Nursing,1,23,27,1,19,2022,5,8,7,15.88571429,8,7,15.88571429,10.8,1.4,1.74,Graduate
1,1,10,Nursing,1,1,28,1,21,2022,5,7,4,12.94,7,4,11.58,12.4,0.5,1.79,Dropout
2,0,7,Social Service (evening attendance),1,22,27,1,35,2020,3,6,6,14,6,6,14.16666667,9.4,-0.8,-3.12,Graduate
2,1,1,Animation and Multimedia Design,9,22,27,1,36,2018,3,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
4,1,21,Nursing,12,22,28,1,47,2022,5,7,0,0,8,0,0,15.5,2.8,-4.06,Dropout
1,0,8,Management (evening attendance),1,28,30,1,22,2022,5,5,0,0,5,0,0,8.9,1.4,3.51,Dropout
2,0,1,Management (evening attendance),1,22,27,1,41,2018,5,5,4,11.25,5,3,11,7.6,2.6,0.32,Dropout
1,1,1,Informatics Engineering,3,19,24,1,26,2018,3,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
2,0,4,Social Service (evening attendance),1,19,24,0,51,2021,5,6,4,11.25,6,0,0,10.8,1.4,1.74,Dropout
2,0,1,Management (evening attendance),1,22,27,0,43,2018,5,5,3,10.66666667,5,4,12.5,9.4,-0.8,-3.12,Enrolled
2,0,1,Social Service (evening attendance),1,19,24,0,41,2019,3,6,5,11.8,6,3,10.66666667,7.6,2.6,0.32,Graduate
1,1,1,Management,1,19,27,1,23,2021,5,10,8,11.625,10,10,11.18181818,7.6,2.6,0.32,Graduate
1,1,7,Social Service,1,19,21,1,22,2019,5,6,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,3,Communication Design,1,22,27,1,25,2018,5,6,4,10.25,6,4,11.25,12.7,3.7,-1.7,Dropout
1,0,6,Management (evening attendance),1,22,27,1,25,2018,5,15,15,10.8,14,14,11.35714286,9.4,-0.8,-3.12,Graduate
1,1,1,Animation and Multimedia Design,16,1,14,1,22,2018,3,12,11,12.54545455,11,11,12.66666667,8.9,1.4,3.51,Graduate
1,1,1,Agronomy,1,1,1,1,24,2022,5,7,7,13.57142857,6,5,13.4,8.9,1.4,3.51,Enrolled
1,1,14,Veterinary Nursing,2,23,28,1,47,2021,3,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
2,0,1,Management (evening attendance),12,22,27,1,41,2021,3,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,17,Agronomy,1,22,27,1,43,2019,5,6,6,14.77777778,6,5,12.2,13.9,-0.3,0.79,Graduate
1,1,1,Agronomy,1,1,27,1,29,2018,5,3,0,0,4,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Informatics Engineering,1,22,27,1,30,2022,5,2,0,0,2,0,0,7.6,2.6,0.32,Dropout
1,1,1,Management,13,13,28,1,26,2021,3,4,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,0,1,Management (evening attendance),1,13,28,1,27,2022,3,5,0,0,5,0,0,15.5,2.8,-4.06,Dropout
2,1,1,Advertising and Marketing Management,1,22,27,1,36,2019,5,5,5,11.4,5,5,11.6,9.4,-0.8,-3.12,Graduate
1,1,18,Agronomy,12,1,14,1,29,2019,5,9,6,11.66666667,7,6,10.85714286,15.5,2.8,-4.06,Dropout
1,1,1,Informatics Engineering,1,19,24,1,35,2021,5,10,7,11.28571429,8,5,13,9.4,-0.8,-3.12,Dropout
1,1,1,Journalism and Communication,1,23,28,1,18,2021,5,6,4,11.5,6,5,12.6,10.8,1.4,1.74,Graduate
1,0,1,Management (evening attendance),1,23,27,1,24,2020,3,5,5,16,5,5,16,8.9,1.4,3.51,Graduate
1,1,1,Journalism and Communication,1,23,28,1,18,2019,3,6,6,12.5,6,6,12.66666667,10.8,1.4,1.74,Dropout
1,1,1,Informatics Engineering,1,23,27,1,18,2019,5,5,4,12,5,3,13,7.6,2.6,0.32,Enrolled
2,1,1,Veterinary Nursing,1,22,27,1,21,2018,3,5,0,0,5,3,11.66666667,9.4,-0.8,-3.12,Enrolled
1,1,10,Informatics Engineering,1,23,27,1,21,2018,5,5,5,13,5,5,12.6,9.4,-0.8,-3.12,Graduate
1,1,2,Agronomy,1,1,3,1,32,2022,3,18,13,13.71428571,12,12,12.08333333,15.5,2.8,-4.06,Graduate
1,1,20,Informatics Engineering,1,22,27,1,22,2022,3,5,3,12.33333333,6,3,12.5,11.1,0.6,2.02,Dropout
1,1,1,Agronomy,3,1,28,1,32,2022,3,17,11,12.72727273,12,10,12.7,15.5,2.8,-4.06,Dropout
1,1,17,Advertising and Marketing Management,6,19,24,1,35,2019,3,5,1,14,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,19,Management,1,1,28,1,23,2018,5,5,0,0,5,0,0,8.9,1.4,3.51,Dropout
1,0,1,Social Service (evening attendance),1,22,27,1,39,2018,5,6,5,11.4,6,3,11,7.6,2.6,0.32,Enrolled
2,1,1,Advertising and Marketing Management,1,19,24,1,35,2020,5,5,0,0,5,1,10,9.4,-0.8,-3.12,Dropout
2,1,1,Agronomy,3,3,14,1,32,2022,5,6,6,18.875,12,12,17.69230769,16.2,0.3,-0.92,Graduate
1,1,1,Basic Education,1,19,24,1,20,2018,3,6,0,0,6,0,0,7.6,2.6,0.32,Dropout
1,1,1,Nursing,1,22,27,1,34,2020,3,7,6,11.33333333,7,4,12.6,16.2,0.3,-0.92,Enrolled
1,0,1,Management (evening attendance),15,22,27,1,44,2021,5,7,7,13.5,5,5,16.2,8.9,1.4,3.51,Dropout
2,1,15,Tourism,12,22,14,1,53,2019,5,11,2,15,9,3,10,16.2,0.3,-0.92,Graduate
1,1,1,Informatics Engineering,12,22,27,1,28,2019,3,5,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,0,1,Management (evening attendance),3,22,27,1,31,2018,5,9,9,14.22222222,5,5,12.8,12.7,3.7,-1.7,Dropout
1,1,10,Animation and Multimedia Design,1,1,28,1,18,2021,5,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,20,Agronomy,1,1,3,1,44,2019,3,7,4,12,6,0,0,15.5,2.8,-4.06,Dropout
1,1,9,Veterinary Nursing,1,1,1,1,19,2018,5,5,5,12.6,5,4,12,12.7,3.7,-1.7,Graduate
1,1,1,Animation and Multimedia Design,1,1,1,1,21,2020,3,12,12,15.08333333,11,11,13.08333333,8.9,1.4,3.51,Enrolled
1,1,8,Informatics Engineering,1,3,14,1,18,2020,3,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Agronomy,14,13,14,1,20,2018,5,6,6,14.5,6,6,15.3,16.2,0.3,-0.92,Graduate
1,1,14,Communication Design,1,22,27,1,55,2020,5,6,6,14.5,6,6,13.5,11.1,0.6,2.02,Graduate
1,1,21,Management,1,13,27,1,27,2021,3,5,3,10,5,1,13,7.6,2.6,0.32,Enrolled
1,1,1,Informatics Engineering,1,10,14,1,19,2020,3,5,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,1,19,Management,1,13,27,1,18,2022,3,5,5,11.6,5,5,13.2,12.4,0.5,1.79,Graduate
2,1,10,Journalism and Communication,1,22,27,1,43,2022,3,6,4,11.75,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Tourism,1,13,14,1,18,2019,5,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,14,Animation and Multimedia Design,1,3,3,1,18,2021,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,12,Tourism,1,22,28,1,20,2018,3,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
2,0,11,Management (evening attendance),1,22,14,1,29,2021,3,5,4,11.25,5,4,11.8,10.8,1.4,1.74,Dropout
1,1,1,Equiniculture,12,22,27,1,44,2020,5,6,5,11.57142857,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Informatics Engineering,1,22,27,1,18,2022,3,5,4,10,5,1,16,10.8,1.4,1.74,Enrolled
1,1,1,Agronomy,14,22,27,1,20,2018,5,6,5,13.83333333,6,6,12.3,15.5,2.8,-4.06,Enrolled
1,1,1,Communication Design,1,23,27,1,20,2020,5,6,4,12.75,9,3,12.66666667,12.4,0.5,1.79,Dropout
2,1,14,Management,1,22,27,1,36,2022,3,4,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,10,Equiniculture,14,5,1,1,19,2018,3,6,5,11.6,6,2,11,13.9,-0.3,0.79,Enrolled
2,1,1,Veterinary Nursing,12,22,27,1,29,2022,3,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,4,Advertising and Marketing Management,1,1,1,1,18,2022,3,6,4,11.25,6,3,10.33333333,10.8,1.4,1.74,Dropout
1,1,6,Agronomy,1,1,1,1,24,2018,5,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Journalism and Communication,1,3,14,1,20,2021,3,6,6,14.33333333,6,6,15,15.5,2.8,-4.06,Graduate
2,0,11,Social Service (evening attendance),12,13,27,1,45,2019,5,6,0,0,5,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Nursing,1,23,27,1,28,2021,5,23,20,13.5,23,20,13.5,7.6,2.6,0.32,Graduate
1,1,1,Tourism,1,13,28,1,23,2019,5,6,6,12.66666667,6,5,12.2,7.6,2.6,0.32,Enrolled
1,1,16,Nursing,1,1,14,1,18,2018,3,7,7,12.44428571,8,7,11.34714286,12.4,0.5,1.79,Graduate
1,1,6,Management,1,13,14,1,23,2018,3,5,3,10.66666667,5,3,11.33333333,9.4,-0.8,-3.12,Dropout
1,1,1,Animation and Multimedia Design,1,3,3,1,22,2021,3,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1,1,1,Communication Design,1,13,14,1,22,2019,3,6,6,12.66666667,6,5,12.4,12.4,0.5,1.79,Graduate
1,0,1,Management (evening attendance),9,22,28,1,33,2019,3,5,5,13.2,5,5,14.83333333,10.8,1.4,1.74,Graduate
1,1,18,Agronomy,16,1,28,1,21,2022,3,12,10,12.7,12,11,12.18181818,8.9,1.4,3.51,Graduate
2,1,1,Management,1,22,27,1,45,2019,5,5,5,14.83333333,5,5,14.8,15.5,2.8,-4.06,Graduate
2,1,6,Agronomy,1,22,27,1,44,2020,5,10,4,11.5,7,1,12,15.5,2.8,-4.06,Dropout
4,1,10,Advertising and Marketing Management,1,13,14,1,42,2021,5,6,0,0,6,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Management,1,13,1,1,20,2020,5,5,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,1,1,Management,1,13,28,1,20,2018,3,5,3,12.66666667,5,2,12.5,9.4,-0.8,-3.12,Enrolled
1,1,1,Tourism,1,1,28,1,20,2018,3,6,6,14.71428571,6,6,12.5,8.9,1.4,3.51,Graduate
1,1,1,Journalism and Communication,1,1,1,1,20,2020,5,6,3,13.66666667,6,4,10.25,9.4,-0.8,-3.12,Enrolled
1,1,6,Management,1,1,1,1,19,2021,5,5,5,10.8,5,2,13.5,8.9,1.4,3.51,Enrolled
1,0,7,Social Service (evening attendance),1,1,1,1,26,2020,5,8,4,10.5,10,7,10.42857143,12.4,0.5,1.79,Dropout
2,1,1,Agronomy,1,22,27,1,31,2018,5,6,6,15,6,5,12.5,13.9,-0.3,0.79,Graduate
1,1,20,Journalism and Communication,1,1,14,1,19,2022,3,6,6,12.66666667,6,6,14,16.2,0.3,-0.92,Graduate
1,1,18,Journalism and Communication,12,22,27,1,28,2021,5,6,6,13.16666667,6,6,13.66666667,7.6,2.6,0.32,Graduate
1,1,8,Animation and Multimedia Design,1,13,27,1,20,2022,5,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
2,0,16,Social Service (evening attendance),1,22,1,0,43,2022,3,6,6,13,6,6,12.5,9.4,-0.8,-3.12,Graduate
1,1,1,Animation and Multimedia Design,12,1,14,1,25,2018,5,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,5,Social Service,12,22,27,0,40,2019,5,6,2,10,6,1,15,16.2,0.3,-0.92,Dropout
1,1,17,Veterinary Nursing,14,5,4,0,20,2020,3,6,6,13.33333333,6,5,13.375,12.4,0.5,1.79,Graduate
2,0,1,Social Service (evening attendance),9,22,27,0,46,2018,3,6,3,12.33333333,6,6,13.33333333,11.1,0.6,2.02,Graduate
1,1,21,Biofuel Production Technologies,1,13,27,0,26,2019,3,21,20,13.18181818,14,14,11.64285714,8.9,1.4,3.51,Graduate
2,1,5,Nursing,1,3,1,0,34,2020,3,7,6,12.51333333,8,7,13.07142857,12.4,0.5,1.79,Graduate
1,1,1,Basic Education,1,23,27,0,19,2018,5,6,0,0,6,0,0,10.8,1.4,1.74,Dropout
1,1,1,Nursing,1,13,14,0,18,2019,3,8,7,13.58571429,8,7,13.58571429,12.7,3.7,-1.7,Graduate
1,1,3,Oral Hygiene,1,13,14,0,18,2022,5,7,7,11.15555556,8,8,11.425,12.7,3.7,-1.7,Graduate
1,0,7,Social Service (evening attendance),1,23,27,1,37,2021,5,7,6,11.85714286,6,5,12,13.9,-0.3,0.79,Graduate
1,1,1,Animation and Multimedia Design,1,13,28,1,23,2018,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,1,3,Communication Design,1,13,28,1,26,2020,3,14,14,14,13,13,13.61538462,15.5,2.8,-4.06,Graduate
1,1,4,Journalism and Communication,1,13,28,0,18,2018,5,6,5,12,6,0,0,10.8,1.4,1.74,Dropout
1,1,4,Nursing,1,3,2,0,18,2020,3,7,4,11.575,7,5,12.42,12.4,0.5,1.79,Enrolled
1,1,6,Nursing,1,3,3,0,19,2018,5,7,7,13.19857143,8,8,13.0625,11.1,0.6,2.02,Graduate
1,1,14,Veterinary Nursing,1,13,1,0,18,2021,3,6,6,13.5,6,6,12,12.4,0.5,1.79,Graduate
1,1,1,Advertising and Marketing Management,1,1,3,0,19,2022,3,6,6,13.33333333,6,5,12.8,8.9,1.4,3.51,Dropout
1,1,7,Informatics Engineering,1,1,1,1,20,2018,3,5,4,14.25,5,1,10,8.9,1.4,3.51,Enrolled
1,1,1,Communication Design,1,1,1,0,22,2018,5,6,6,12.16666667,6,4,12,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,13,1,0,18,2021,5,8,7,12.21428571,8,7,12.21428571,12.7,3.7,-1.7,Graduate
1,1,2,Tourism,1,13,29,0,18,2020,3,6,6,12.66666667,6,6,13,13.9,-0.3,0.79,Graduate
1,1,11,Journalism and Communication,1,23,28,0,18,2021,5,6,6,12.28571429,6,6,13.5,8.9,1.4,3.51,Graduate
1,1,16,Tourism,1,23,27,0,18,2021,5,6,6,13,6,6,13,12.4,0.5,1.79,Graduate
1,1,1,Tourism,1,4,3,0,18,2019,3,6,6,12.14285714,6,6,11.16666667,8.9,1.4,3.51,Graduate
1,1,15,Nursing,1,1,14,0,19,2022,3,7,7,13.87571429,8,7,13.08571429,11.1,0.6,2.02,Graduate
1,1,3,Basic Education,1,13,1,0,20,2020,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Social Service,1,1,14,0,19,2020,5,6,6,11.66666667,6,0,0,15.5,2.8,-4.06,Dropout
1,1,5,Veterinary Nursing,1,3,1,0,18,2021,5,6,6,13.15384615,6,3,11,15.5,2.8,-4.06,Graduate
1,1,1,Communication Design,1,1,1,0,18,2018,3,6,6,14.5,6,6,12.83333333,12.4,0.5,1.79,Dropout
1,1,1,Nursing,1,13,14,0,18,2021,5,7,7,14.44142857,8,8,13.65625,11.1,0.6,2.02,Graduate
1,1,3,Journalism and Communication,1,3,28,0,18,2019,3,6,6,15.16666667,6,6,14.28571429,12.4,0.5,1.79,Graduate
1,1,1,Management,1,13,28,0,18,2019,5,5,5,11.6,5,4,12.625,10.8,1.4,1.74,Graduate
1,1,1,Journalism and Communication,1,1,1,0,18,2019,5,6,6,11.66666667,6,6,12.33333333,16.2,0.3,-0.92,Graduate
1,1,8,Agronomy,14,22,28,0,20,2022,5,6,6,12.625,6,6,13.2,16.2,0.3,-0.92,Graduate
1,1,9,Social Service,1,23,27,0,19,2020,5,6,3,12.66666667,6,6,11,9.4,-0.8,-3.12,Graduate
1,1,20,Equiniculture,1,2,14,0,18,2018,3,6,6,12.83333333,6,6,13,8.9,1.4,3.51,Enrolled
1,1,1,Social Service,1,23,28,0,19,2019,5,6,6,11.85714286,6,6,13.14285714,12.4,0.5,1.79,Graduate
1,1,3,Basic Education,1,3,1,0,19,2019,5,6,5,11.4,6,4,10.75,12.7,3.7,-1.7,Enrolled
1,1,1,Equiniculture,1,3,4,0,19,2020,5,5,5,14.85714286,5,5,15.14285714,9.4,-0.8,-3.12,Enrolled
1,1,1,Advertising and Marketing Management,1,13,14,0,19,2018,3,6,6,14.71428571,6,6,15.83333333,12.4,0.5,1.79,Graduate
1,1,1,Advertising and Marketing Management,1,27,1,0,20,2021,3,6,6,13.5,6,5,13,8.9,1.4,3.51,Graduate
1,1,15,Equiniculture,1,23,14,0,18,2021,3,5,4,11.5,5,5,12.4,10.8,1.4,1.74,Graduate
1,1,20,Management,3,1,29,0,33,2018,5,5,2,14,5,0,0,12.4,0.5,1.79,Dropout
1,1,1,Basic Education,1,13,14,0,19,2019,5,7,6,12.83333333,6,0,0,13.9,-0.3,0.79,Dropout
1,1,20,Oral Hygiene,1,1,1,0,18,2018,5,7,7,13.42857143,8,8,14.75,15.5,2.8,-4.06,Graduate
1,1,1,Communication Design,1,13,1,0,19,2019,5,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,8,Agronomy,14,23,28,0,19,2022,3,6,3,11.66666667,6,4,11.5,15.5,2.8,-4.06,Enrolled
1,1,1,Journalism and Communication,1,3,1,0,18,2022,5,6,6,16,6,6,14.33333333,12.4,0.5,1.79,Graduate
1,1,1,Social Service,1,13,14,0,20,2019,3,6,6,13.83333333,6,6,11.83333333,10.8,1.4,1.74,Graduate
1,1,19,Nursing,1,13,27,0,19,2021,3,8,8,13.2325,8,8,13.2325,9.4,-0.8,-3.12,Graduate
1,1,1,Journalism and Communication,1,13,14,1,18,2020,3,6,6,14,6,6,14.16666667,9.4,-0.8,-3.12,Graduate
1,1,10,Tourism,1,1,2,1,19,2019,5,6,2,10,6,0,0,13.9,-0.3,0.79,Dropout
1,0,1,Social Service (evening attendance),1,22,27,0,25,2022,3,16,15,13.33333333,13,11,12.27272727,13.9,-0.3,0.79,Graduate
1,1,1,Communication Design,1,3,3,0,20,2021,3,6,6,12.5,6,6,14.33333333,12.7,3.7,-1.7,Enrolled
1,0,1,Social Service (evening attendance),1,23,27,0,19,2020,3,6,6,12.5,6,6,11.5,12.7,3.7,-1.7,Graduate
1,0,1,Management (evening attendance),1,19,24,1,33,2022,5,5,2,10.5,5,0,0,7.6,2.6,0.32,Dropout
1,1,18,Informatics Engineering,1,13,28,1,18,2022,5,5,3,10.66666667,5,3,11.33333333,8.9,1.4,3.51,Enrolled
1,1,7,Informatics Engineering,1,13,27,1,18,2018,3,5,4,10.5,5,2,10.5,7.6,2.6,0.32,Enrolled
1,1,16,Management,1,1,1,0,19,2020,5,5,4,12,5,5,11.4,11.1,0.6,2.02,Graduate
1,1,1,Animation and Multimedia Design,1,3,3,0,18,2022,3,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,1,1,Management,1,23,14,0,19,2021,5,5,5,11.5,5,2,10.66666667,13.9,-0.3,0.79,Enrolled
